종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
072870,메가스터디,"11,200","250","2.28","11,250","11,200","443,350","5,048,434,050","10,950","11,700","10,800","500",원(KRW),"11,920,959","133,514,740,800",
215200,메가스터디교육,"46,000","1,150","2.56","46,000","45,950","63,755","2,918,417,800","45,000","46,300","44,650","100",원(KRW),"11,821,880","543,806,480,000",
133750,메가엠디,"3,860","540","16.27","3,860","3,855","20,435,364","75,758,075,605","3,355","3,900","3,355","500",원(KRW),"23,097,077","89,154,717,220",
235980,메드팩토,"45,000","2,150","5.02","45,000","44,950","294,716","12,930,073,750","43,000","45,250","41,800","500",원(KRW),"10,097,421","454,383,945,000",
041920,메디아나,"8,630","130","1.53","8,660","8,630","92,560","792,863,770","8,510","8,710","8,400","500",원(KRW),"8,650,496","74,653,780,480",
014100,메디앙스,"10,500","920","9.60","10,550","10,500","6,120,295","63,623,175,580","9,490","11,250","9,430","500",원(KRW),"11,800,000","123,900,000,000",
086900,메디톡스,"330,700","-5,000","1.49","331,000","330,700","22,886","7,560,215,700","330,600","337,500","327,600","500",원(KRW),"5,815,090","1,923,050,263,000",
078160,메디포스트,"31,750","-350","1.09","31,800","31,750","102,505","3,249,787,800","32,200","32,350","31,300","500",원(KRW),"15,617,842","495,866,483,500",
065650,메디프론,"4,305","60","1.41","4,310","4,305","130,002","557,350,340","4,295","4,350","4,210","500",원(KRW),"29,439,113","126,735,381,465",
021880,메이슨캐피탈,"301","-9","2.90","301","300","3,180,321","994,271,224","310","324","295","500",원(KRW),"99,184,408","29,854,506,808",
140410,메지온,"155,000","-4,100","2.58","155,300","155,000","128,346","19,944,362,900","157,700","160,600","153,600","500",원(KRW),"8,705,952","1,349,422,560,000",
241770,메카로,"14,650","-100","0.68","14,650","14,600","29,431","426,314,100","14,850","14,850","14,200","500",원(KRW),"10,101,140","147,981,701,000",
059210,메타바이오메드,"2,930","-10","0.34","2,935","2,930","281,764","825,781,590","2,955","2,990","2,885","500",원(KRW),"23,862,351","69,916,688,430",
327260,메탈라이프,"23,200","-350","1.49","23,350","23,200","137,811","3,208,354,150","23,850","24,100","22,450","500",원(KRW),"3,546,588","82,280,841,600",
058110,멕아이씨에스,"5,120","255","5.24","5,130","5,120","977,703","4,884,036,240","4,650","5,280","4,590","500",원(KRW),"5,361,500","27,450,880,000",
096640,멜파스,"1,815","-50","2.68","1,820","1,815","87,092","158,036,325","1,875","1,875","1,790","500",원(KRW),"22,674,524","41,154,261,060",
257370,명성티엔에스,"14,250","-500","3.39","14,300","14,250","254,765","3,656,899,450","14,700","15,050","13,900","500",원(KRW),"6,370,000","90,772,500,000",
149940,모다,"155","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"21,160,409","3,279,863,395",
080420,모다이노칩,"3,425","-15","0.44","3,430","3,425","217,344","729,266,030","3,440","3,440","3,285","500",원(KRW),"79,721,622","273,046,555,350",
080160,모두투어,"15,700","-400","2.48","15,800","15,700","118,297","1,859,366,850","16,100","16,250","15,450","500",원(KRW),"18,900,000","296,730,000,000",
100030,모바일리더,"18,600","400","2.20","18,600","18,550","21,806","399,339,850","18,450","18,700","18,050","500",원(KRW),"3,283,714","61,077,080,400",
087260,모바일어플라이언스,"5,630","-280","4.74","5,630","5,620","1,114,659","6,337,559,610","5,880","5,950","5,490","500",원(KRW),"15,000,000","84,450,000,000",
101330,모베이스,"4,175","-25","0.60","4,175","4,170","252,177","1,051,541,275","4,200","4,260","4,110","500",원(KRW),"23,958,188","100,025,434,900",
012860,모베이스전자,"1,725","-65","3.63","1,725","1,720","2,092,490","3,616,123,980","1,790","1,795","1,685","500",원(KRW),"52,000,000","89,700,000,000",
250060,모비스,"2,220","-5","0.22","2,225","2,220","322,104","713,167,305","2,230","2,270","2,170","100",원(KRW),"32,171,314","71,420,317,080",
033200,모아텍,"4,620","-15","0.32","4,620","4,615","443","2,045,795","4,625","4,625","4,615","500",원(KRW),"14,331,185","66,210,074,700",
118990,모트렉스,"3,045","-15","0.49","3,050","3,045","1,574,956","4,745,438,285","3,060","3,085","2,930","100",원(KRW),"27,250,545","82,977,909,525",
006920,모헨즈,"4,645","-75","1.59","4,690","4,645","44,713","207,981,805","4,715","4,775","4,495","500",원(KRW),"10,920,000","50,723,400,000",
001810,무림SP,"2,635","255","10.71","2,635","2,630","8,933,577","25,321,415,290","2,435","3,090","2,370","500",원(KRW),"22,137,500","58,332,312,500",
279600,미디어젠,"6,880","40","0.58","6,880","6,860","30,890","211,047,370","6,880","7,000","6,700","500",원(KRW),"4,638,281","31,911,373,280",
028040,미래SCI,"279","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"44,979,502","12,549,281,058",
095500,미래나노텍,"3,260","-55","1.66","3,275","3,260","99,611","324,487,200","3,300","3,335","3,200","500",원(KRW),"24,202,912","78,901,493,120",
218150,미래생명자원,"3,165","-195","5.80","3,165","3,160","650,870","2,176,271,620","3,370","3,485","3,165","100",원(KRW),"18,671,428","59,095,069,620",
328380,미래에셋대우스팩3호,"2,035","-5","0.25","2,045","2,035","14,596","29,746,415","2,040","2,045","2,035","100",원(KRW),"6,482,000","13,190,870,000",
333430,미래에셋대우스팩4호,"2,030","-10","0.49","2,040","2,030","5,134","10,427,510","2,035","2,040","2,030","100",원(KRW),"4,390,000","8,911,700,000",
100790,미래에셋벤처투자,"3,095","-25","0.80","3,095","3,090","107,707","331,378,625","3,125","3,150","3,040","1,000",원(KRW),"46,000,823","142,372,547,185",
049950,미래컴퍼니,"29,900","-400","1.32","29,950","29,900","19,704","583,049,300","30,300","30,300","29,050","500",원(KRW),"8,144,232","243,512,536,800",
213090,미래테크놀로지,"8,250","-80","0.96","8,390","8,250","2,901","24,137,580","8,300","8,410","8,200","500",원(KRW),"6,120,788","50,496,501,000",
207760,미스터블루,"8,240","-190","2.25","8,240","8,230","994,825","8,126,601,000","8,370","8,470","7,980","100",원(KRW),"24,505,004","201,921,232,960",
059090,미코,"6,930","270","4.05","6,930","6,920","9,372,818","64,778,407,960","6,760","7,150","6,690","500",원(KRW),"31,316,603","217,024,058,790",
201490,미투온,"5,880","-120","2.00","5,900","5,880","328,452","1,939,173,260","6,060","6,060","5,830","500",원(KRW),"31,257,770","183,795,687,600",
214180,민앤지,"14,600","-50","0.34","14,600","14,550","108,585","1,572,857,200","14,700","14,850","14,250","500",원(KRW),"12,682,476","185,164,149,600",
206640,바디텍메드,"11,750","750","6.82","11,750","11,700","2,047,400","23,641,530,100","10,950","12,000","10,950","1,000",원(KRW),"23,468,542","275,755,368,500",
018700,바른손,"5,420","140","2.65","5,420","5,410","2,239,941","11,801,640,960","5,500","5,500","5,070","1,000",원(KRW),"16,417,365","88,982,118,300",
035620,바른손이앤에이,"4,140","-410","9.01","4,140","4,135","33,432,219","149,375,741,855","4,875","5,100","4,125","500",원(KRW),"70,612,278","292,334,830,920",
064520,바른전자,"1,210","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"51,256,571","62,020,450,910",
029480,바른테크놀로지,"633","-24","3.65","633","632","445,227","281,323,665","657","664","620","100",원(KRW),"60,855,285","38,521,395,405",
053030,바이넥스,"7,810","10","0.13","7,810","7,800","120,639","936,428,670","7,850","7,900","7,600","500",원(KRW),"31,741,048","247,897,584,880",
064550,바이오니아,"6,740","270","4.17","6,750","6,740","533,913","3,559,199,330","6,520","6,850","6,460","500",원(KRW),"22,621,720","152,470,392,800",
208710,바이오로그디바이스,"1,975","25","1.28","1,980","1,975","422,728","820,718,810","1,955","1,990","1,865","100",원(KRW),"28,870,357","57,018,955,075",
142760,바이오리더스,"6,750","-50","0.74","6,760","6,750","103,578","696,828,850","6,890","6,950","6,650","500",원(KRW),"17,682,985","119,360,148,750",
065940,바이오빌,"1,635","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"43,987,186","71,919,049,110",
086820,바이오솔루션,"28,150","250","0.90","28,200","28,150","94,927","2,660,328,150","28,050","28,400","27,600","500",원(KRW),"8,035,576","226,201,464,400",
038460,바이오스마트,"4,180","-20","0.48","4,185","4,180","41,954","174,253,975","4,250","4,250","4,100","500",원(KRW),"20,014,594","83,661,002,920",
044480,바이오제네틱스,"5,750","-140","2.38","5,780","5,750","111,728","646,758,660","5,900","5,950","5,720","500",원(KRW),"12,935,719","74,380,384,250",
086040,바이오톡스텍,"6,890","120","1.77","6,910","6,890","207,901","1,427,024,370","6,800","6,970","6,730","500",원(KRW),"14,587,623","100,508,722,470",
032980,바이온,"1,280","-20","1.54","1,280","1,275","238,420","302,964,810","1,290","1,310","1,255","500",원(KRW),"53,281,430","68,200,230,400",
043150,바텍,"29,450","-350","1.17","29,500","29,450","56,304","1,673,033,400","29,600","30,150","29,350","500",원(KRW),"14,854,256","437,457,839,200",
267790,배럴,"12,850","100","0.78","12,850","12,800","66,964","846,620,150","12,850","12,850","12,400","500",원(KRW),"7,818,100","100,462,585,000",
046310,백금T&A,"3,100","-50","1.59","3,110","3,100","291,970","898,270,545","3,130","3,170","2,980","500",원(KRW),"15,487,109","48,010,037,900",
036620,버추얼텍,"911","0","0.00","914","911","306,094","279,986,351","913","922","902","500",원(KRW),"56,821,162","51,764,078,582",
066410,버킷스튜디오,"1,655","-25","1.49","1,655","1,650","150,269","248,745,170","1,690","1,710","1,640","500",원(KRW),"30,904,808","51,147,457,240",
019010,베뉴지,"1,720","-30","1.71","1,720","1,715","105,122","180,232,255","1,720","1,755","1,685","500",원(KRW),"48,200,000","82,904,000,000",
177350,베셀,"3,365","-60","1.75","3,365","3,360","51,542","173,902,260","3,425","3,480","3,300","500",원(KRW),"11,192,368","37,662,318,320",
299910,베스파,"12,250","-50","0.41","12,250","12,100","23,334","283,792,400","12,300","12,500","12,050","500",원(KRW),"8,016,521","98,202,382,250",
225530,보광산업,"4,740","65","1.39","4,740","4,730","90,555","422,298,105","4,675","4,785","4,580","500",원(KRW),"36,110,833","171,165,348,420",
250000,보라티알,"11,050","0","0.00","11,050","11,000","51,303","564,872,650","11,050","11,250","10,800","500",원(KRW),"6,750,733","74,595,599,650",
006910,보성파워텍,"2,065","-50","2.36","2,070","2,065","3,976,518","8,358,806,485","2,130","2,200","2,025","500",원(KRW),"46,073,059","95,140,866,835",
226340,본느,"3,745","-50","1.32","3,745","3,740","524,497","1,953,121,355","3,835","3,835","3,650","100",원(KRW),"30,699,596","114,969,987,020",
014470,부방,"2,580","-50","1.90","2,600","2,580","194,373","504,670,920","2,615","2,665","2,550","500",원(KRW),"60,052,260","154,934,830,800",
008470,부스타,"5,400","20","0.37","5,400","5,390","18,743","101,128,580","5,380","5,430","5,360","500",원(KRW),"8,404,800","45,385,920,000",
100120,뷰웍스,"34,750","-900","2.52","34,950","34,750","61,647","2,162,344,500","35,650","36,300","34,500","500",원(KRW),"10,001,865","347,564,808,750",
066980,브레인콘텐츠,"636","-10","1.55","639","636","331,321","212,189,421","649","654","634","500",원(KRW),"158,418,281","100,754,026,716",
064480,브리지텍,"3,130","10","0.32","3,130","3,120","12,369","38,392,285","3,120","3,145","3,060","500",원(KRW),"11,952,500","37,411,325,000",
288330,브릿지바이오테라퓨틱스,"52,700","200","0.38","52,700","52,600","51,250","2,649,132,600","52,300","53,000","50,500","500",원(KRW),"6,240,058","328,851,056,600",
251630,브이원텍,"9,210","-90","0.97","9,210","9,200","92,632","852,067,750","9,310","9,450","9,020","500",원(KRW),"15,050,580","138,615,841,800",
018290,브이티지엠피,"9,800","-180","1.80","9,810","9,800","458,687","4,513,264,650","9,980","10,100","9,690","500",원(KRW),"33,246,026","325,811,054,800",
263920,블러썸엠앤씨,"5,810","-200","3.33","5,820","5,810","324,655","1,893,048,880","6,090","6,140","5,600","500",원(KRW),"12,573,747","73,053,470,070",
033560,블루콤,"4,910","210","4.47","4,915","4,910","271,321","1,297,742,800","4,705","4,940","4,600","500",원(KRW),"18,088,047","88,812,310,770",
121800,비덴트,"7,180","200","2.87","7,180","7,160","404,066","2,872,420,080","7,090","7,200","6,980","500",원(KRW),"33,991,523","244,059,135,140",
148140,비디아이,"8,420","20","0.24","8,420","8,410","39,260","326,557,710","8,320","8,470","8,150","500",원(KRW),"7,920,750","66,692,715,000",
200780,비씨월드제약,"14,450","50","0.35","14,450","14,400","39,813","571,322,800","14,250","14,550","14,100","200",원(KRW),"8,008,318","115,720,195,100",
141000,비아트론,"10,450","500","5.03","10,450","10,400","184,126","1,889,070,590","9,980","10,500","9,900","500",원(KRW),"12,114,710","126,598,719,500",
090460,비에이치,"22,500","50","0.22","22,500","22,450","665,288","14,863,964,600","22,650","22,850","21,850","500",원(KRW),"32,850,890","739,145,025,000",
083650,비에이치아이,"2,230","-105","4.50","2,230","2,225","336,394","756,666,260","2,365","2,380","2,185","500",원(KRW),"26,000,000","57,980,000,000",
086670,비엠티,"8,690","280","3.33","8,690","8,620","72,046","605,926,120","8,420","8,690","8,120","500",원(KRW),"8,146,529","70,793,337,010",
138580,비즈니스온,"13,550","400","3.04","13,550","13,500","108,249","1,450,641,850","13,300","13,650","13,100","500",원(KRW),"9,544,940","129,333,937,000",
082920,비츠로셀,"15,350","-500","3.15","15,600","15,350","213,468","3,301,809,450","15,600","15,900","15,200","500",원(KRW),"21,539,152","330,625,983,200",
054220,비츠로시스,"485","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"52,295,547","25,363,340,295",
042370,비츠로테크,"6,600","-60","0.90","6,610","6,600","92,450","606,929,200","6,680","6,700","6,470","500",원(KRW),"22,353,873","147,535,561,800",
032850,비트컴퓨터,"6,060","380","6.69","6,060","6,040","583,104","3,472,165,940","5,730","6,090","5,730","500",원(KRW),"16,623,293","100,737,155,580",
238200,비피도,"23,650","-350","1.46","23,650","23,600","21,638","511,012,700","23,850","24,100","23,050","500",원(KRW),"4,090,000","96,728,500,000",
093190,빅솔론,"5,200","-30","0.57","5,210","5,200","17,630","91,341,580","5,270","5,270","5,140","500",원(KRW),"19,238,905","100,042,306,000",
065450,빅텍,"3,190","-145","4.35","3,195","3,190","1,296,839","4,199,796,325","3,325","3,335","3,190","200",원(KRW),"27,730,883","88,461,516,770",
072950,빛샘전자,"5,820","-90","1.52","5,840","5,820","38,900","228,149,240","5,910","5,960","5,800","500",원(KRW),"6,000,000","34,920,000,000",
143240,사람인에이치알,"27,950","-50","0.18","28,000","27,950","29,302","815,383,400","28,150","28,300","27,450","500",원(KRW),"11,659,263","325,876,400,850",
100090,삼강엠앤티,"4,070","-15","0.37","4,070","4,060","27,532","111,561,420","4,085","4,095","4,000","500",원(KRW),"27,863,420","113,404,119,400",
122350,삼기오토모티브,"2,670","-105","3.78","2,675","2,670","646,106","1,755,294,750","2,795","2,805","2,650","100",원(KRW),"31,301,789","83,575,776,630",
014970,삼륭물산,"9,100","270","3.06","9,110","9,100","515,142","4,712,790,250","8,800","9,490","8,700","500",원(KRW),"15,125,000","137,637,500,000",
018310,삼목에스폼,"7,550","60","0.80","7,550","7,520","15,208","115,174,780","7,540","7,800","7,380","500",원(KRW),"14,700,000","110,985,000,000",
053700,삼보모터스,"5,760","-50","0.86","5,790","5,760","69,920","402,003,210","5,780","5,860","5,680","500",원(KRW),"15,952,055","91,883,836,800",
009620,삼보산업,"883","-18","2.00","883","882","935,214","823,036,122","914","914","851","100",원(KRW),"38,092,246","33,635,453,218",
023600,삼보판지,"8,540","200","2.40","8,550","8,540","81,519","691,103,330","8,300","8,600","8,300","500",원(KRW),"16,170,000","138,091,800,000",
111870,삼본전자,"2,400","-50","2.04","2,405","2,400","657,936","1,586,625,645","2,450","2,480","2,375","500",원(KRW),"62,489,921","149,975,810,400",
309930,삼성머스트스팩3호,"2,085","-20","0.95","2,085","2,075","215","449,430","2,100","2,100","2,085","100",원(KRW),"4,590,000","9,570,150,000",
291230,삼성스팩2호,"2,045","-5","0.24","2,045","2,040","1,548","3,167,740","2,045","2,050","2,040","100",원(KRW),"7,550,000","15,439,750,000",
009300,삼아제약,"16,150","500","3.19","16,150","16,050","16,089","255,216,900","15,650","16,150","15,500","1,000",원(KRW),"6,370,000","102,875,500,000",
225190,삼양옵틱스,"10,900","-200","1.80","10,900","10,850","48,462","530,466,750","11,100","11,100","10,850","500",원(KRW),"10,090,000","109,981,000,000",
054540,삼영엠텍,"3,880","0","0.00","3,895","3,880","50,889","197,416,255","3,900","3,950","3,840","500",원(KRW),"13,000,000","50,440,000,000",
065570,삼영이엔씨,"6,780","180","2.73","6,780","6,760","29,566","195,250,100","6,580","6,780","6,500","500",원(KRW),"8,800,000","59,664,000,000",
073640,삼원테크,"1,420","-10","0.70","1,425","1,420","128,992","179,446,835","1,435","1,435","1,340","100",원(KRW),"55,395,980","78,662,291,600",
032280,삼일,"2,045","5","0.25","2,045","2,040","28,074","57,254,665","2,055","2,055","2,030","1,000",원(KRW),"16,213,590","33,156,791,550",
002290,삼일기업공사,"3,120","35","1.13","3,120","3,110","52,651","161,858,305","3,085","3,125","3,025","500",원(KRW),"12,400,000","38,688,000,000",
037460,삼지전자,"11,150","-200","1.76","11,150","11,100","600,687","6,661,329,900","11,450","11,550","10,650","500",원(KRW),"16,318,522","181,951,520,300",
032750,삼진,"12,100","-350","2.81","12,100","12,050","65,844","797,540,900","12,350","12,500","12,000","500",원(KRW),"6,000,000","72,600,000,000",
054090,삼진엘앤디,"2,620","30","1.16","2,625","2,620","315,477","824,585,400","2,590","2,660","2,565","500",원(KRW),"24,959,232","65,393,187,840",
000250,삼천당제약,"43,700","6,600","17.79","43,700","43,650","2,538,617","107,798,545,700","41,450","44,100","40,200","500",원(KRW),"22,105,813","966,024,028,100",
024950,삼천리자전거,"5,500","-110","1.96","5,520","5,500","52,960","291,062,670","5,670","5,670","5,450","500",원(KRW),"13,273,577","73,004,673,500",
038500,삼표시멘트,"3,310","30","0.91","3,315","3,310","110,319","361,271,785","3,300","3,330","3,230","500",원(KRW),"107,357,173","355,352,242,630",
017480,삼현철강,"3,775","5","0.13","3,775","3,750","10,826","40,481,825","3,770","3,775","3,720","500",원(KRW),"15,702,890","59,278,409,750",
046390,삼화네트웍스,"1,610","-5","0.31","1,610","1,600","350,426","557,200,995","1,610","1,630","1,560","200",원(KRW),"43,067,933","69,339,372,130",
027580,상보,"1,005","-5","0.50","1,005","1,000","475,668","476,089,189","1,010","1,020","991","500",원(KRW),"46,681,121","46,914,526,605",
038540,상상인,"8,500","80","0.95","8,500","8,490","378,563","3,166,435,640","8,500","8,520","8,250","1,000",원(KRW),"55,328,313","470,290,660,500",
307870,상상인이안1호스팩,"2,040","0","0.00","2,040","2,030","2","4,080","2,040","2,040","2,040","100",원(KRW),"4,750,000","9,690,000,000",
329560,상상인이안제2호스팩,"2,025","0","0.00","2,025","2,010","6,457","13,044,710","2,020","2,030","2,010","100",원(KRW),"3,850,000","7,796,250,000",
101000,상상인인더스트리,"1,105","-70","5.96","1,105","1,100","240,995","268,928,525","1,180","1,180","1,095","500",원(KRW),"63,132,866","69,761,816,930",
091580,상신이디피,"8,740","-220","2.46","8,740","8,730","985,331","8,544,253,130","9,230","9,230","8,500","500",원(KRW),"12,665,050","110,692,537,000",
263810,상신전자,"3,595","-20","0.55","3,600","3,595","64,630","229,794,595","3,615","3,635","3,515","500",원(KRW),"14,244,718","51,209,761,210",
089980,상아프론테크,"17,150","-250","1.44","17,200","17,150","211,965","3,643,749,900","17,700","17,800","16,850","500",원(KRW),"15,311,968","262,600,251,200",
042940,상지카일룸,"1,730","-65","3.62","1,730","1,725","739,762","1,263,233,415","1,740","1,750","1,660","500",원(KRW),"42,557,354","73,624,222,420",
042600,새로닉스,"3,450","60","1.77","3,455","3,450","2,472","8,436,755","3,410","3,455","3,380","500",원(KRW),"12,423,574","42,861,330,300",
263540,샘코,"5,650","130","2.36","5,650","5,640","192,874","1,095,838,580","5,700","5,800","5,580","500",원(KRW),"8,164,945","46,131,939,250",
038070,서린바이오,"9,970","570","6.06","9,980","9,970","1,768,380","17,639,470,790","9,670","10,550","9,480","500",원(KRW),"7,500,676","74,781,739,720",
006730,서부T&D,"7,330","-100","1.35","7,330","7,320","203,309","1,489,968,060","7,400","7,480","7,240","500",원(KRW),"55,438,883","406,367,012,390",
079650,서산,"3,150","-10","0.32","3,150","3,145","60,585","190,281,350","3,200","3,250","3,105","100",원(KRW),"20,000,000","63,000,000,000",
100660,서암기계공업,"4,970","-20","0.40","4,975","4,970","79,964","391,276,000","5,080","5,080","4,795","500",원(KRW),"12,600,000","62,622,000,000",
019770,서연탑메탈,"3,095","-35","1.12","3,120","3,095","164,056","509,079,965","3,130","3,165","3,040","500",원(KRW),"11,650,000","36,056,750,000",
043710,서울리거,"1,415","35","2.54","1,420","1,415","56,809","78,171,815","1,380","1,435","1,345","500",원(KRW),"33,515,308","47,424,160,820",
046890,서울반도체,"18,200","-750","3.96","18,200","18,150","2,207,927","41,214,112,350","19,100","19,500","18,100","500",원(KRW),"58,305,400","1,061,158,280,000",
063170,서울옥션,"5,760","-20","0.35","5,760","5,750","75,111","432,526,100","5,780","5,910","5,620","500",원(KRW),"16,917,500","97,444,800,000",
027040,서울전자통신,"1,090","-5","0.46","1,100","1,090","203,514","222,684,185","1,090","1,115","1,070","500",원(KRW),"69,588,847","75,851,843,230",
018680,서울제약,"6,850","-60","0.87","6,860","6,850","32,473","221,420,570","6,930","6,940","6,720","500",원(KRW),"8,485,499","58,125,668,150",
093920,서원인텍,"6,840","10","0.15","6,850","6,840","62,435","427,555,330","6,880","6,910","6,700","500",원(KRW),"18,600,000","127,224,000,000",
189860,서전기전,"5,200","0","0.00","5,200","5,190","275,241","1,422,954,080","5,360","5,420","5,000","500",원(KRW),"9,698,780","50,433,656,000",
178320,서진시스템,"32,100","250","0.78","32,150","32,100","575,429","18,176,601,500","32,350","32,750","30,750","500",원(KRW),"18,100,666","581,031,378,600",
122690,서진오토모티브,"2,060","10","0.49","2,060","2,055","10,805","22,104,820","2,080","2,080","2,020","500",원(KRW),"19,541,246","40,254,966,760",
140070,서플러스글로벌,"2,445","-10","0.41","2,445","2,430","67,201","162,065,505","2,440","2,465","2,370","100",원(KRW),"36,988,000","90,435,660,000",
011370,서한,"1,140","5","0.44","1,140","1,135","150,006","169,725,495","1,135","1,160","1,115","500",원(KRW),"100,894,865","115,020,146,100",
065710,서호전기,"24,350","200","0.83","24,350","24,300","17,948","436,643,400","24,150","24,700","24,050","500",원(KRW),"5,150,000","125,402,500,000",
035890,서희건설,"1,085","-15","1.36","1,085","1,080","1,166,215","1,270,239,980","1,095","1,105","1,075","500",원(KRW),"207,081,188","224,683,088,980",
003100,선광,"15,850","-100","0.63","15,850","15,800","2,337","37,060,100","15,950","16,150","15,800","1,000",원(KRW),"6,600,000","104,610,000,000",
123420,선데이토즈,"19,900","100","0.51","19,950","19,900","38,304","759,842,750","19,750","20,100","19,650","500",원(KRW),"9,569,842","190,439,855,800",
171090,선익시스템,"7,020","20","0.29","7,020","7,000","45,746","318,273,970","6,970","7,100","6,810","500",원(KRW),"8,999,295","63,175,050,900",
014620,성광벤드,"8,930","-70","0.78","8,930","8,920","144,302","1,287,466,190","9,030","9,070","8,860","500",원(KRW),"28,600,000","255,398,000,000",
037350,성도이엔지,"3,525","-70","1.95","3,550","3,525","156,044","549,858,510","3,565","3,615","3,490","500",원(KRW),"15,470,000","54,531,750,000",
081580,성우전자,"2,905","5","0.17","2,905","2,900","23,410","67,744,340","2,915","2,925","2,865","500",원(KRW),"15,508,143","45,051,155,415",
045300,성우테크론,"4,060","-10","0.25","4,065","4,060","12,154","48,909,535","4,070","4,120","3,955","500",원(KRW),"9,228,094","37,466,061,640",
015750,성우하이텍,"3,610","-85","2.30","3,615","3,610","199,382","725,730,245","3,700","3,720","3,600","500",원(KRW),"80,000,000","288,800,000,000",
080470,성창오토텍,"8,790","-100","1.12","8,800","8,790","159,369","1,408,691,700","9,080","9,100","8,600","500",원(KRW),"7,300,000","64,167,000,000",
043260,성호전자,"789","-4","0.50","789","788","79,637","62,663,646","797","808","781","500",원(KRW),"35,598,043","28,086,855,927",
148150,세경하이테크,"39,550","0","0.00","39,550","39,500","1,134,872","44,696,329,200","40,000","40,500","38,050","500",원(KRW),"11,642,000","460,441,100,000",
053060,세동,"824","-7","0.84","827","824","106,326","87,716,903","825","838","815","500",원(KRW),"21,411,000","17,642,664,000",
017510,세명전기,"4,290","-85","1.94","4,315","4,290","50,552","218,220,325","4,370","4,415","4,270","500",원(KRW),"15,246,000","65,405,340,000",
214310,세미콘라이트,"2,720","20","0.74","2,725","2,720","2,550,833","6,993,031,130","2,700","2,935","2,475","500",원(KRW),"17,814,119","48,454,403,680",
011560,세보엠이씨,"7,080","0","0.00","7,080","7,040","13,638","95,640,840","7,080","7,160","6,940","500",원(KRW),"10,530,000","74,552,400,000",
100700,세운메디칼,"3,475","-15","0.43","3,480","3,475","103,423","359,025,140","3,490","3,510","3,440","100",원(KRW),"43,800,000","152,205,000,000",
234100,세원,"3,135","-5","0.16","3,135","3,130","1,593,119","4,946,162,600","3,200","3,240","3,005","100",원(KRW),"22,382,985","70,170,657,975",
024830,세원물산,"6,280","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"8,350,000","52,438,000,000",
258830,세종메디칼,"8,240","10","0.12","8,240","8,230","25,465","208,878,810","8,230","8,340","8,090","500",원(KRW),"6,777,741","55,848,585,840",
036630,세종텔레콤,"332","-6","1.78","332","331","2,755,222","914,718,821","336","339","329","500",원(KRW),"600,326,126","199,308,273,832",
039310,세중,"2,625","-95","3.49","2,645","2,625","264,027","689,693,725","2,720","2,745","2,555","500",원(KRW),"18,121,667","47,569,375,875",
067770,세진티에스,"2,900","0","0.00","2,900","2,895","102,330","291,912,360","2,890","2,930","2,800","500",원(KRW),"8,396,593","24,350,119,700",
053450,세코닉스,"8,190","140","1.74","8,190","8,180","893,353","7,207,109,320","8,170","8,290","7,840","500",원(KRW),"11,803,281","96,668,871,390",
234340,세틀뱅크,"29,450","-550","1.83","29,500","29,450","128,314","3,779,775,350","30,300","30,450","29,050","500",원(KRW),"9,267,000","272,913,150,000",
252500,세화피앤씨,"3,240","5","0.15","3,245","3,240","102,072","329,838,145","3,230","3,280","3,165","100",원(KRW),"20,743,195","67,207,951,800",
051980,센트럴바이오,"585","-2","0.34","585","581","204,263","117,356,205","590","595","565","500",원(KRW),"46,304,890","27,088,360,650",
049180,셀루메드,"5,980","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"24,335,499","145,526,284,020",
299660,셀리드,"21,400","-450","2.06","21,450","21,400","54,181","1,166,451,150","22,000","22,250","21,100","500",원(KRW),"9,578,692","204,984,008,800",
268600,셀리버리,"72,200","-1,100","1.50","72,300","72,200","465,932","33,400,050,500","73,400","73,700","69,800","500",원(KRW),"7,820,107","564,611,725,400",
108860,셀바스AI,"3,780","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"22,055,945","83,371,472,100",
208370,셀바스헬스케어,"2,380","-60","2.46","2,390","2,380","137,469","330,012,180","2,390","2,470","2,370","500",원(KRW),"21,667,139","51,567,790,820",
068760,셀트리온제약,"43,100","-1,050","2.38","43,150","43,100","259,931","11,285,777,700","44,500","44,700","42,900","500",원(KRW),"34,089,105","1,469,240,425,500",
091990,셀트리온헬스케어,"66,800","-2,200","3.19","66,900","66,800","2,181,489","147,584,890,000","70,000","70,400","66,100","1,000",원(KRW),"143,946,791","9,615,645,638,800",
053110,소리바다,"910","-6","0.66","911","910","1,224,328","1,111,416,293","910","932","884","500",원(KRW),"71,854,049","65,387,184,590",
032680,소프트센,"2,060","35","1.73","2,060","2,055","419,003","853,703,865","2,040","2,075","1,985","500",원(KRW),"33,575,801","69,166,150,060",
