종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
043220,에이치엘비파워,"1,415","-5","0.35","1,415","1,410","1,671,013","2,323,775,730","1,420","1,425","1,360","500",원(KRW),"91,115,377","128,928,258,455",
239610,에이치엘사이언스,"48,100","-1,400","2.83","48,150","48,100","79,343","3,823,578,800","49,300","49,600","47,600","500",원(KRW),"5,142,148","247,337,318,800",
044780,에이치케이,"1,430","5","0.35","1,430","1,420","62,485","88,317,220","1,450","1,450","1,400","500",원(KRW),"18,505,787","26,463,275,410",
071670,에이테크솔루션,"7,930","-90","1.12","7,930","7,870","115,866","917,271,240","8,000","8,140","7,750","500",원(KRW),"10,000,000","79,300,000,000",
045660,에이텍,"8,950","-160","1.76","8,960","8,950","99,036","888,542,890","9,160","9,160","8,820","500",원(KRW),"8,260,000","73,927,000,000",
224110,에이텍티앤,"8,340","-20","0.24","8,340","8,280","19,863","165,444,180","8,360","8,550","8,250","500",원(KRW),"5,340,000","44,535,600,000",
021080,에이티넘인베스트,"1,915","0","0.00","1,915","1,905","201,843","382,512,980","1,930","1,930","1,870","500",원(KRW),"48,000,000","91,920,000,000",
089530,에이티세미콘,"713","-9","1.25","713","711","263,614","186,894,848","725","730","700","500",원(KRW),"83,126,678","59,269,321,414",
109960,에이프로젠 H&G,"771","15","1.98","771","770","920,587","702,031,907","760","773","750","500",원(KRW),"178,695,217","137,774,012,307",
089970,에이피티씨,"8,980","0","0.00","8,980","8,910","56,663","503,133,540","8,990","9,060","8,180","100",원(KRW),"23,234,595","208,646,663,100",
230240,에치에프알,"39,150","-3,600","8.42","39,200","39,150","2,088,844","83,841,748,400","42,250","42,300","39,150","500",원(KRW),"11,982,020","469,096,083,000",
064510,에코마이스터,"3,585","-70","1.92","3,590","3,585","123,554","444,506,090","3,655","3,730","3,540","500",원(KRW),"13,361,083","47,899,482,555",
230360,에코마케팅,"29,900","2,200","7.94","29,950","29,900","480,436","13,944,571,300","27,750","30,100","27,750","100",원(KRW),"16,198,937","484,348,216,300",
038870,에코바이오,"4,920","0","0.00","4,935","4,920","43,846","214,887,650","4,905","4,990","4,810","500",원(KRW),"11,610,994","57,126,090,480",
128540,에코캡,"3,075","25","0.82","3,075","3,070","58,748","177,021,730","3,055","3,110","2,950","100",원(KRW),"14,558,800","44,768,310,000",
086520,에코프로,"26,600","300","1.14","26,650","26,600","552,525","14,697,988,900","26,900","27,150","25,800","500",원(KRW),"22,090,191","587,599,080,600",
247540,에코프로비엠,"85,800","500","0.59","85,900","85,800","987,317","85,540,413,900","87,800","88,800","84,500","500",원(KRW),"20,555,966","1,763,701,882,800",
038110,에코플라스틱,"1,630","-25","1.51","1,630","1,620","57,339","92,502,770","1,640","1,660","1,585","500",원(KRW),"25,669,370","41,841,073,100",
073540,에프알텍,"5,330","-40","0.74","5,330","5,320","97,454","510,454,390","5,330","5,430","5,080","500",원(KRW),"11,400,000","60,762,000,000",
064090,에프앤리퍼블릭,"711","-19","2.60","712","711","273,809","193,958,043","725","738","700","500",원(KRW),"66,738,075","47,450,771,325",
036810,에프에스티,"9,630","420","4.56","9,630","9,620","747,077","7,070,179,360","9,290","9,740","9,100","500",원(KRW),"20,233,814","194,851,628,820",
173940,에프엔씨엔터,"7,760","10","0.13","7,760","7,750","5,435","41,896,180","7,750","7,900","7,510","500",원(KRW),"14,364,880","111,471,468,800",
083500,에프엔에스테크,"13,000","350","2.77","13,000","12,950","214,440","2,717,852,650","12,650","13,150","12,200","500",원(KRW),"7,425,062","96,525,806,000",
054940,엑사이엔씨,"1,445","15","1.05","1,450","1,445","558,160","801,367,870","1,430","1,470","1,395","500",원(KRW),"33,173,548","47,935,776,860",
950130,엑세스바이오,"2,280","85","3.87","2,285","2,280","975,404","2,204,301,435","2,160","2,310","2,160","0",미국달러(USD),"33,577,659","76,557,062,520",
205100,엑셈,"3,665","55","1.52","3,675","3,665","1,181,886","4,363,997,545","3,560","3,780","3,550","100",원(KRW),"33,882,273","124,178,530,545",
092870,엑시콘,"8,280","-50","0.60","8,300","8,280","74,289","614,470,010","8,330","8,400","8,150","500",원(KRW),"8,883,500","73,555,380,000",
317870,엔바이오니아,"7,890","-10","0.13","7,900","7,890","488,215","3,919,748,560","7,910","8,150","7,840","500",원(KRW),"7,440,555","58,705,978,950",
067570,엔브이에이치코리아,"3,070","-55","1.76","3,070","3,060","50,894","156,132,470","3,125","3,165","3,025","500",원(KRW),"28,722,222","88,177,221,540",
101400,엔시트론,"369","7","1.93","369","368","3,845,875","1,458,588,609","372","409","360","100",원(KRW),"135,396,480","49,961,301,120",
217820,엔에스,"8,130","10","0.12","8,130","8,110","218,963","1,758,742,600","8,120","8,210","7,760","500",원(KRW),"9,800,000","79,674,000,000",
031860,엔에스엔,"1,715","65","3.94","1,715","1,710","353,227","587,228,415","1,630","1,740","1,590","500",원(KRW),"26,069,298","44,708,846,070",
273060,엔에이치스팩12호,"2,050","0","0.00","0","0","0","0","0","0","0","100",원(KRW),"7,510,000","15,395,500,000",
310840,엔에이치스팩13호,"2,070","-5","0.24","2,070","2,060","3,710","7,679,700","2,070","2,070","2,070","100",원(KRW),"3,420,000","7,079,400,000",
319400,엔에이치스팩14호,"2,040","-5","0.24","2,040","2,030","5,117","10,437,520","2,040","2,040","2,030","100",원(KRW),"8,620,000","17,584,800,000",
339950,엔에이치스팩15호,"2,020","0","0.00","2,025","2,020","13,490","27,316,270","2,020","2,030","2,015","100",원(KRW),"6,540,000","13,210,800,000",
208860,엔지스테크널러지,"4,465","-120","2.62","4,465","4,460","13,552","61,117,290","4,595","4,665","4,465","500",원(KRW),"10,046,564","44,857,908,260",
183490,엔지켐생명과학,"58,400","800","1.39","58,400","58,300","38,163","2,201,142,600","58,000","58,600","56,400","500",원(KRW),"7,859,262","458,980,900,800",
182400,엔케이맥스,"10,100","-150","1.46","10,150","10,100","185,816","1,899,531,620","10,600","10,700","9,990","500",원(KRW),"31,231,064","315,433,746,400",
206400,엔터메이트,"800","3","0.38","800","797","277,091","218,526,103","786","818","777","100",원(KRW),"83,314,615","66,651,692,000",
069410,엔텔스,"11,300","150","1.35","11,300","11,250","134,782","1,499,622,450","11,350","11,400","10,750","500",원(KRW),"6,899,227","77,961,265,100",
048830,엔피케이,"1,855","-5","0.27","1,855","1,850","31,507","57,745,450","1,865","1,875","1,810","500",원(KRW),"18,723,923","34,732,877,165",
096870,엘디티,"3,225","40","1.26","3,235","3,225","56,510","181,120,980","3,185","3,265","3,150","500",원(KRW),"6,678,400","21,537,840,000",
061970,엘비세미콘,"8,920","130","1.48","8,930","8,920","2,902,687","25,468,751,910","8,930","8,980","8,520","500",원(KRW),"43,784,592","390,558,560,640",
138690,엘아이에스,"10,050","-250","2.43","10,100","10,050","24,205","243,904,900","10,450","10,450","10,000","500",원(KRW),"16,026,971","161,071,058,550",
290650,엘앤씨바이오,"52,400","1,100","2.14","52,400","52,300","199,443","10,459,124,400","50,800","54,500","50,100","500",원(KRW),"7,359,332","385,628,996,800",
066970,엘앤에프,"26,150","1,400","5.66","26,200","26,150","745,347","19,106,776,650","25,100","26,400","24,550","500",원(KRW),"24,758,729","647,440,763,350",
156100,엘앤케이바이오,"7,010","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"10,778,736","75,558,939,360",
073110,엘엠에스,"14,500","-550","3.65","14,550","14,500","184,505","2,686,039,650","15,000","15,150","14,200","500",원(KRW),"8,895,755","128,988,447,500",
083310,엘오티베큠,"13,200","1,250","10.46","13,250","13,200","937,806","11,975,101,150","12,050","13,300","11,800","500",원(KRW),"13,258,256","175,008,979,200",
037950,엘컴텍,"1,940","85","4.58","1,940","1,935","13,400,273","25,758,131,525","1,880","1,975","1,870","500",원(KRW),"84,447,519","163,828,186,860",
170920,엘티씨,"12,350","-100","0.80","12,350","12,300","51,455","631,947,450","12,300","12,550","12,000","500",원(KRW),"7,519,943","92,871,296,050",
058630,엠게임,"4,165","125","3.09","4,170","4,165","322,974","1,308,083,115","4,035","4,165","3,945","500",원(KRW),"19,543,877","81,400,247,705",
019590,엠벤처투자,"1,160","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"60,142,180","69,764,928,800",
097520,엠씨넥스,"41,900","0","0.00","41,900","41,850","903,999","37,691,178,300","42,450","43,000","40,500","500",원(KRW),"17,863,482","748,479,895,800",
179290,엠아이텍,"3,975","-40","1.00","3,975","3,970","162,035","643,397,670","3,925","4,045","3,925","500",원(KRW),"30,423,558","120,933,643,050",
009780,엠에스씨,"4,535","-65","1.41","4,595","4,535","4,703","21,485,855","4,600","4,630","4,535","500",원(KRW),"17,600,000","79,816,000,000",
123040,엠에스오토텍,"6,200","0","0.00","6,210","6,200","913,552","5,651,720,150","6,330","6,350","6,050","500",원(KRW),"34,018,471","210,914,520,200",
032790,엠젠플러스,"4,075","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"17,067,619","69,550,547,425",
033160,엠케이전자,"8,500","50","0.59","8,500","8,490","206,230","1,742,715,360","8,450","8,530","8,350","500",원(KRW),"21,807,689","185,365,356,500",
259630,엠플러스,"25,200","0","0.00","25,400","25,200","95,900","2,420,944,550","25,400","25,750","24,700","500",원(KRW),"5,167,713","130,226,367,600",
115960,연우,"22,400","-150","0.67","22,400","22,300","63,858","1,428,584,000","22,500","22,700","22,050","500",원(KRW),"12,398,000","277,715,200,000",
090740,연이정보통신,"6,390","-90","1.39","6,390","6,300","45,373","290,679,860","6,480","6,540","6,300","500",원(KRW),"18,898,551","120,761,740,890",
007530,영신금속,"1,860","-50","2.62","1,865","1,860","75,361","140,137,355","1,910","1,935","1,815","500",원(KRW),"12,832,968","23,869,320,480",
143540,영우디에스피,"2,180","-75","3.33","2,185","2,180","901,744","1,973,719,500","2,255","2,275","2,155","500",원(KRW),"30,193,507","65,821,845,260",
036180,영인프런티어,"3,775","-165","4.19","3,775","3,770","514,239","1,956,112,240","3,930","3,970","3,705","500",원(KRW),"17,600,341","66,441,287,275",
036560,영풍정밀,"8,200","-20","0.24","8,200","8,180","17,281","141,677,870","8,220","8,260","8,160","500",원(KRW),"15,750,000","129,150,000,000",
265560,영화테크,"12,800","-600","4.48","12,850","12,800","378,617","4,831,487,750","13,050","13,300","12,350","500",원(KRW),"5,345,090","68,417,152,000",
036000,예림당,"3,390","-50","1.45","3,415","3,390","62,941","213,951,485","3,425","3,475","3,370","500",원(KRW),"23,034,277","78,086,199,030",
250930,예선테크,"3,275","15","0.46","3,275","3,260","293,218","943,234,290","3,220","3,275","3,145","100",원(KRW),"33,000,440","108,076,441,000",
053280,예스24,"6,200","-90","1.43","6,200","6,190","51,897","321,799,610","6,290","6,360","6,100","500",원(KRW),"17,200,000","106,640,000,000",
122640,예스티,"10,250","-250","2.38","10,250","10,200","96,468","985,360,100","10,500","10,550","10,050","500",원(KRW),"14,003,328","143,534,112,000",
900300,오가닉티코스메틱,"1,460","85","6.18","1,465","1,460","14,785,234","21,540,423,225","1,380","1,515","1,365","0",중국위안(CNY),"56,925,000","83,110,500,000",
045060,오공,"11,450","2,640","29.97","0","11,450","39,272,384","415,443,293,360","8,650","11,450","8,650","500",원(KRW),"16,941,974","193,985,602,300",
080520,오디텍,"5,230","80","1.55","5,230","5,220","78,776","407,508,020","5,170","5,260","5,100","500",원(KRW),"11,746,609","61,434,765,070",
039830,오로라,"12,600","250","2.02","12,650","12,600","876,618","11,156,237,450","12,400","13,200","12,300","500",원(KRW),"10,762,890","135,612,414,000",
046120,오르비텍,"3,320","-35","1.04","3,320","3,315","306,336","1,018,451,860","3,355","3,395","3,265","500",원(KRW),"23,790,573","78,984,702,360",
014940,오리엔탈정공,"850","-8","0.93","851","850","144,467","122,031,689","855","868","840","500",원(KRW),"45,573,661","38,737,611,850",
065500,오리엔트정공,"381","-1","0.26","382","381","369,724","139,359,288","377","383","373","500",원(KRW),"117,214,562","44,658,748,122",
010470,오리콤,"4,800","-25","0.52","4,800","4,790","22,360","106,855,865","4,810","4,885","4,710","1,000",원(KRW),"11,704,050","56,179,440,000",
053980,오상자이엘,"6,040","90","1.51","6,040","6,030","19,335","115,109,060","5,940","6,060","5,860","500",원(KRW),"17,747,882","107,197,207,280",
052420,오성첨단소재,"2,335","-45","1.89","2,340","2,335","997,059","2,324,802,870","2,375","2,405","2,295","500",원(KRW),"61,966,225","144,691,135,375",
241790,오션브릿지,"11,500","-150","1.29","11,500","11,450","45,264","518,354,100","11,650","11,700","11,200","500",원(KRW),"10,002,634","115,030,291,000",
039200,오스코텍,"20,300","200","1.00","20,300","20,200","161,288","3,224,987,400","20,300","20,400","19,750","500",원(KRW),"29,200,311","592,766,313,300",
226400,오스테오닉,"3,925","-100","2.48","3,930","3,925","29,454","116,394,855","4,000","4,010","3,895","500",원(KRW),"8,458,466","33,199,479,050",
031510,오스템,"2,205","-25","1.12","2,215","2,205","359,925","789,418,905","2,230","2,240","2,165","500",원(KRW),"26,000,000","57,330,000,000",
048260,오스템임플란트,"39,000","-600","1.52","39,050","39,000","169,508","6,643,620,750","39,600","39,800","38,850","500",원(KRW),"14,285,717","557,142,963,000",
138080,오이솔루션,"45,250","-350","0.77","45,250","45,200","246,955","11,160,647,000","46,000","46,400","44,500","500",원(KRW),"10,624,095","480,740,298,750",
080580,오킨스전자,"3,990","35","0.88","3,990","3,980","18,421","73,438,670","3,935","4,045","3,920","500",원(KRW),"6,939,022","27,686,697,780",
067170,오텍,"11,900","0","0.00","11,950","11,900","52,670","626,890,900","12,050","12,050","11,800","500",원(KRW),"15,391,605","183,160,099,500",
173130,오파스넷,"7,760","40","0.52","7,760","7,720","6,050","46,423,230","7,720","7,790","7,560","500",원(KRW),"4,025,902","31,240,999,520",
049480,오픈베이스,"3,430","-5","0.15","3,435","3,430","775,467","2,644,963,635","3,435","3,480","3,330","500",원(KRW),"31,422,383","107,778,773,690",
244460,올리패스,"16,550","-300","1.78","16,600","16,550","66,788","1,102,320,300","17,100","17,100","16,150","500",원(KRW),"15,969,001","264,286,966,550",
226950,올릭스,"34,700","-1,200","3.34","34,750","34,700","63,019","2,208,220,750","35,600","36,100","34,650","500",원(KRW),"6,530,121","226,595,198,700",
057540,옴니시스템,"1,905","-15","0.78","1,905","1,900","214,467","404,845,365","1,915","1,925","1,860","500",원(KRW),"40,679,015","77,493,523,575",
057680,옴니텔,"1,755","15","0.86","1,755","1,750","229,844","400,546,390","1,740","1,770","1,715","500",원(KRW),"40,494,755","71,068,295,025",
082210,옵트론텍,"7,350","-230","3.03","7,350","7,340","1,478,648","10,782,097,900","7,600","7,640","7,090","500",원(KRW),"23,675,951","174,018,239,850",
109080,옵티시스,"8,140","-60","0.73","8,140","8,100","25,900","210,000,770","8,200","8,280","7,920","500",원(KRW),"5,636,000","45,877,040,000",
153710,옵티팜,"8,000","-50","0.62","8,000","7,990","36,523","291,036,240","8,130","8,150","7,920","500",원(KRW),"14,377,758","115,022,064,000",
052770,와이디온라인,"4,460","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"7,291,079","32,518,212,340",
122990,와이솔,"14,300","-100","0.69","14,300","14,250","280,248","3,978,860,300","14,400","14,550","13,900","500",원(KRW),"28,171,941","402,858,756,300",
232140,와이아이케이,"4,390","190","4.52","4,390","4,380","388,242","1,676,327,730","4,200","4,395","4,170","100",원(KRW),"61,788,456","271,251,321,840",
067900,와이엔텍,"10,750","0","0.00","10,800","10,750","148,367","1,586,855,500","10,800","10,850","10,500","500",원(KRW),"18,199,659","195,646,334,250",
155650,와이엠씨,"10,850","-50","0.46","10,850","10,800","351,812","3,738,277,750","11,050","11,150","10,150","500",원(KRW),"19,974,358","216,721,784,300",
251370,와이엠티,"31,300","100","0.32","31,300","31,200","38,568","1,198,931,950","31,250","31,600","30,600","500",원(KRW),"7,405,200","231,782,760,000",
066430,와이오엠,"2,285","-85","3.59","2,290","2,285","1,697,853","3,844,499,230","2,365","2,430","2,130","500",원(KRW),"14,833,246","33,893,967,110",
193250,와이제이엠게임즈,"1,855","-70","3.64","1,875","1,855","1,127,696","2,150,500,830","1,960","2,010","1,855","100",원(KRW),"54,147,235","100,443,120,925",
019210,와이지-원,"6,240","-70","1.11","6,240","6,230","125,010","777,939,470","6,320","6,340","6,180","500",원(KRW),"30,573,819","190,780,630,560",
122870,와이지엔터테인먼트,"33,900","-150","0.44","33,950","33,900","151,941","5,146,836,900","34,100","34,650","33,150","500",원(KRW),"18,203,809","617,109,125,100",
079000,와토스코리아,"5,280","-10","0.19","5,280","5,270","5,958","31,355,890","5,290","5,320","5,260","500",원(KRW),"7,200,000","38,016,000,000",
114630,우노앤컴퍼니,"3,650","-25","0.68","3,650","3,645","5,123","18,692,510","3,675","3,695","3,625","500",원(KRW),"13,573,965","49,544,972,250",
032820,우리기술,"925","-28","2.94","926","925","4,098,187","3,822,544,762","955","968","912","500",원(KRW),"100,179,657","92,666,182,725",
041190,우리기술투자,"2,735","25","0.92","2,735","2,730","747,238","2,039,608,810","2,745","2,770","2,690","500",원(KRW),"84,000,000","229,740,000,000",
115440,우리넷,"10,550","-150","1.40","10,550","10,500","183,068","1,925,092,850","10,800","10,850","10,300","500",원(KRW),"9,136,944","96,394,759,200",
046970,우리로,"2,115","-40","1.86","2,125","2,115","232,226","491,209,905","2,135","2,180","2,085","500",원(KRW),"26,876,907","56,844,658,305",
082850,우리바이오,"1,140","15","1.33","1,140","1,135","101,689","114,827,910","1,120","1,145","1,120","500",원(KRW),"44,917,878","51,206,380,920",
215360,우리산업,"24,300","0","0.00","24,350","24,300","196,942","4,801,769,650","24,750","25,200","23,600","500",원(KRW),"9,132,163","221,911,560,900",
072470,우리산업홀딩스,"6,430","60","0.94","6,440","6,430","507,872","3,395,083,490","6,600","7,170","6,390","500",원(KRW),"18,887,341","121,445,602,630",
073560,우리손에프앤지,"1,830","0","0.00","1,835","1,830","436,181","793,891,050","1,830","1,855","1,790","500",원(KRW),"69,237,643","126,704,886,690",
153490,우리이앤엘,"1,115","-15","1.33","1,125","1,115","293,746","326,766,375","1,130","1,150","1,090","500",원(KRW),"49,900,000","55,638,500,000",
037400,우리조명,"1,285","-25","1.91","1,295","1,285","70,264","90,630,280","1,310","1,330","1,270","500",원(KRW),"24,923,346","32,026,499,610",
101170,우림기계,"3,235","0","0.00","3,235","3,205","56,995","182,722,030","3,210","3,250","3,190","500",원(KRW),"13,500,000","43,672,500,000",
066590,우수AMS,"4,505","100","2.27","4,510","4,505","9,844,104","45,881,602,515","4,710","4,840","4,480","500",원(KRW),"24,694,303","111,247,835,015",
103840,우양,"4,200","155","3.83","4,200","4,195","295,858","1,213,975,105","4,030","4,200","3,995","100",원(KRW),"12,858,000","54,003,600,000",
046940,우원개발,"7,090","110","1.58","7,100","7,090","615,614","4,341,766,740","7,080","7,290","6,780","500",원(KRW),"18,074,350","128,147,141,500",
215380,우정바이오,"6,190","700","12.75","6,190","6,160","4,217,309","25,392,066,220","5,450","6,430","5,400","500",원(KRW),"11,094,872","68,677,257,680",
065680,우주일렉트로,"14,100","-150","1.05","14,150","14,100","140,570","2,000,946,950","14,400","14,650","13,850","500",원(KRW),"9,934,220","140,072,502,000",
018620,우진비앤지,"2,665","80","3.09","2,665","2,660","1,579,690","4,183,842,755","2,585","2,710","2,570","500",원(KRW),"25,967,013","69,202,089,645",
032940,원익,"3,925","0","0.00","3,935","3,925","26,424","102,254,440","3,950","3,950","3,810","500",원(KRW),"18,193,230","71,408,427,750",
240810,원익IPS,"35,700","400","1.13","35,700","35,650","289,508","10,228,747,500","35,450","35,850","34,750","500",원(KRW),"49,083,901","1,752,295,265,700",
074600,원익QnC,"16,450","200","1.23","16,450","16,350","200,899","3,265,015,400","16,450","16,450","15,950","500",원(KRW),"26,288,000","432,437,600,000",
104830,원익머트리얼즈,"26,400","-300","1.12","26,450","26,400","65,777","1,728,363,150","26,550","26,850","26,000","500",원(KRW),"12,608,000","332,851,200,000",
014190,원익큐브,"1,930","-15","0.77","1,930","1,920","128,236","246,194,625","1,955","1,960","1,900","500",원(KRW),"35,399,906","68,321,818,580",
030530,원익홀딩스,"5,100","40","0.79","5,100","5,090","320,369","1,615,413,690","5,060","5,130","4,970","500",원(KRW),"77,237,981","393,913,703,100",
012620,원일특강,"8,800","0","0.00","8,800","8,740","2,441","21,387,940","8,880","8,880","8,740","500",원(KRW),"4,400,000","38,720,000,000",
008370,원풍,"4,055","-35","0.86","4,080","4,055","21,383","87,106,220","4,115","4,115","4,025","500",원(KRW),"12,000,000","48,660,000,000",
008290,원풍물산,"3,080","5","0.16","3,120","3,080","177,535","543,758,170","3,100","3,155","2,985","500",원(KRW),"40,693,679","125,336,531,320",
101160,월덱스,"8,530","80","0.95","8,530","8,520","285,065","2,378,651,120","8,440","8,550","8,150","500",원(KRW),"16,510,993","140,838,770,290",
095270,웨이브일렉트로,"19,600","-400","2.00","19,600","19,550","29,214","570,049,750","19,950","20,000","19,200","500",원(KRW),"11,007,614","215,749,234,400",
065950,웰크론,"7,640","1,760","29.93","0","7,640","68,660,028","485,513,611,320","5,880","7,640","5,830","500",원(KRW),"28,231,302","215,687,147,280",
076080,웰크론한텍,"1,890","85","4.71","1,890","1,885","785,106","1,549,099,590","1,770","2,130","1,770","500",원(KRW),"19,980,102","37,762,392,780",
196700,웹스,"1,935","35","1.84","1,935","1,930","95,163","182,427,155","1,900","1,960","1,885","500",원(KRW),"13,698,476","26,506,551,060",
069080,웹젠,"16,600","150","0.91","16,600","16,550","120,246","1,981,702,800","16,400","16,650","16,200","500",원(KRW),"35,310,884","586,160,674,400",
053580,웹케시,"45,400","-750","1.63","45,450","45,400","33,032","1,503,389,300","46,250","46,350","44,750","500",원(KRW),"6,763,655","307,069,937,000",
071460,위니아딤채,"3,450","70","2.07","3,450","3,445","184,648","630,365,000","3,380","3,465","3,360","500",원(KRW),"35,967,295","124,087,167,750",
044340,위닉스,"28,550","750","2.70","28,600","28,550","401,366","11,332,119,600","27,800","28,800","27,550","500",원(KRW),"17,873,425","510,286,283,750",
112040,위메이드,"35,100","1,450","4.31","35,100","35,050","251,951","8,735,985,600","33,800","35,850","33,200","500",원(KRW),"16,800,000","589,680,000,000",
065370,위세아이텍,"11,000","-450","3.93","11,050","11,000","125,770","1,389,833,800","11,400","11,450","10,750","500",원(KRW),"4,292,500","47,217,500,000",
038620,위즈코프,"1,215","5","0.41","1,220","1,215","1,441,939","1,784,047,195","1,205","1,285","1,180","500",원(KRW),"38,830,772","47,179,387,980",
299900,위지윅스튜디오,"4,900","0","0.00","4,905","4,900","347,217","1,690,823,000","4,855","4,980","4,745","500",원(KRW),"28,715,859","140,707,709,100",
036090,위지트,"824","-9","1.08","826","824","152,777","126,303,699","833","841","821","500",원(KRW),"82,824,156","68,247,104,544",
136540,윈스,"15,850","250","1.60","15,850","15,800","164,273","2,573,820,550","15,700","16,050","15,200","500",원(KRW),"12,139,563","192,412,073,550",
097800,윈팩,"2,020","0","0.00","2,020","2,010","323,812","643,283,220","2,020","2,060","1,930","500",원(KRW),"37,250,885","75,246,787,700",
192390,윈하이텍,"3,460","-100","2.81","3,460","3,455","39,310","136,360,695","3,580","3,580","3,435","500",원(KRW),"10,656,896","36,872,860,160",
313760,윌링스,"11,750","0","0.00","11,800","11,750","33,220","388,309,600","11,850","11,850","11,500","500",원(KRW),"4,862,000","57,128,500,000",
900340,윙입푸드,"1,925","-70","3.51","1,935","1,925","928,752","1,801,826,805","1,960","1,975","1,920","0",홍콩달러(HKD),"45,237,536","87,082,256,800",
215090,유니맥스글로벌,"1,555","20","1.30","1,555","1,550","1,191,440","1,824,839,965","1,540","1,670","1,450","100",원(KRW),"20,249,101","31,487,352,055",
036200,유니셈,"6,530","60","0.93","6,540","6,530","970,012","6,219,302,410","6,540","6,610","6,210","500",원(KRW),"30,664,223","200,237,376,190",
018000,유니슨,"964","-18","1.83","966","964","395,571","381,378,831","990","990","950","500",원(KRW),"93,600,606","90,230,984,184",
203450,유니온커뮤니티,"2,870","-10","0.35","2,875","2,870","39,995","114,103,120","2,880","2,910","2,835","500",원(KRW),"14,679,007","42,128,750,090",
011320,유니크,"6,750","-60","0.88","6,760","6,750","828,707","5,626,913,860","6,910","6,990","6,590","500",원(KRW),"19,320,695","130,414,691,250",
086390,유니테스트,"16,750","100","0.60","16,750","16,700","512,503","8,484,791,450","16,750","16,900","16,100","500",원(KRW),"21,134,126","353,996,610,500",
241690,유니테크노,"12,000","-200","1.64","12,000","11,950","33,378","398,580,000","12,350","12,350","11,750","500",원(KRW),"11,927,520","143,130,240,000",
142210,유니트론텍,"5,920","-60","1.00","5,960","5,920","50,256","298,759,340","6,130","6,130","5,780","500",원(KRW),"10,651,857","63,058,993,440",
048430,유라테크,"6,500","0","0.00","6,510","6,500","69,706","449,022,090","6,500","6,580","6,340","500",원(KRW),"11,520,000","74,880,000,000",
206650,유바이오로직스,"7,050","110","1.59","7,050","7,040","119,282","830,847,660","6,970","7,050","6,890","500",원(KRW),"26,792,493","188,887,075,650",
089850,유비벨록스,"6,320","-80","1.25","6,400","6,320","11,239","71,363,980","6,400","6,470","6,220","500",원(KRW),"7,115,697","44,971,205,040",
032620,유비케어,"5,500","-40","0.72","5,520","5,500","256,839","1,416,196,390","5,530","5,570","5,440","500",원(KRW),"52,197,139","287,084,264,500",
264450,유비쿼스,"32,600","-400","1.21","32,650","32,600","55,004","1,792,456,100","33,200","33,450","31,600","500",원(KRW),"5,123,955","167,040,933,000",
078070,유비쿼스홀딩스,"37,200","-400","1.06","37,250","37,200","246,548","9,259,053,350","38,600","38,850","36,150","500",원(KRW),"18,696,628","695,514,561,600",
024800,유성티엔에스,"2,580","-55","2.09","2,580","2,575","84,602","218,716,065","2,630","2,650","2,550","500",원(KRW),"27,213,580","70,211,036,400",
054930,유신,"17,850","-200","1.11","17,850","17,800","13,770","244,703,750","18,000","18,150","17,400","5,000",원(KRW),"3,000,000","53,550,000,000",
069330,유아이디,"1,055","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"11,887,792","12,541,620,560",
049520,유아이엘,"4,990","0","0.00","5,000","4,990","19,500","96,979,690","4,980","5,020","4,930","500",원(KRW),"21,784,936","108,706,830,640",
287410,유안타제3호스팩,"2,085","0","0.00","2,085","2,060","116","239,020","2,095","2,095","2,060","100",원(KRW),"4,235,000","8,829,975,000",
313750,유안타제4호스팩,"2,050","-10","0.49","2,050","2,030","1,644","3,366,540","2,055","2,055","2,035","100",원(KRW),"4,650,000","9,532,500,000",
336060,유안타제5호스팩,"2,030","15","0.74","2,025","2,015","15,852","31,934,205","2,015","2,035","2,010","100",원(KRW),"5,930,000","12,037,900,000",
340360,유안타제6호스팩,"2,020","5","0.25","2,020","2,015","3,962","7,985,480","2,020","2,035","2,015","100",원(KRW),"6,845,000","13,826,900,000",
056090,유앤아이,"5,740","-90","1.54","5,740","5,730","31,580","181,901,780","5,860","5,900","5,700","500",원(KRW),"7,764,894","44,570,491,560",
263770,유에스티,"4,800","200","4.35","4,800","4,790","421,800","1,988,315,520","4,700","4,825","4,585","100",원(KRW),"23,700,172","113,760,825,600",
023410,유진기업,"4,120","20","0.49","4,120","4,110","247,607","1,011,454,225","4,090","4,135","4,030","500",원(KRW),"77,310,863","318,520,755,560",
056080,유진로봇,"2,865","50","1.78","2,865","2,860","200,510","568,301,005","2,820","2,865","2,750","500",원(KRW),"37,512,152","107,472,315,480",
321260,유진스팩4호,"2,050","-5","0.24","2,050","2,040","5,587","11,430,815","2,040","2,055","2,040","100",원(KRW),"3,490,000","7,154,500,000",
331380,유진스팩5호,"2,040","0","0.00","2,040","2,035","5,809","11,834,795","2,030","2,040","2,030","100",원(KRW),"4,010,000","8,180,400,000",
